City	100	101	10101	102	10201	103	104	105	106	10601	107	108	109	110	11001	111	112	113	114	115	116	117	11701	118	119	200	201	202	203	20301	20302	204	20401	205	206	20601	207	208	20801	209	20901	210	211	212	21201	213	214	215	216	217	21701	218	219	220	221	222	22201	223	22301	224	22401	225	300	30001	301	302	30201	30202	30203	30204	30205	30206	30207	30208	30209	302010	302011	302012	303	30301	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	400	401	402	403	40301	404	40401	405	406	40601	407	408	40801	409	40901	410	41001	411	41101	412	41201	413	41301	414	415	41501	416	41601	417	41701	418	41801	419	41901	420	42001	421	422	423	42301	424	42401	500	50001	501	50101	50102	502	503	504	505	50501	506	507	50701	508	509	510	511	512	513	514	515	51501	51502	516	517	518	519	520	600	601	602	60201	603	60301	60302	604	60401	60402	60403	60404	60405	60406	605	60501	606	60601	607	60701	60702	60703	60704	60705	60706	608	60801	60802	60803	60804	60805	60806	60807	60808	60809	608010	609	610	61001	61002	61003	611	61101	612	613	61301	61302	61303	61304	61305	61306	61307	61308	61309	613010	613011	613012	613013	613014	613015	613016	614	61401	61402	61403	61404	61405	61406	61407	61408	61409	614010	614011	614012	614013	614014	614015	614016	614017	614018	614019	614020	614021	614022	614023	614024	614025	614026	614027	614028	614029	614030	614031	614032	614033	614034	615	61501	61502	61503	61504	61505	61506	616	61601	61602	61603	61604	61605	61606	61607	61608	61609	616010	616011	616012	616013	616014	616015	616016	616017	616018	616019	616020	616021	616022	616023	616024	616025	616026	616027	616028	616029	616030	616031	616032	616033	616034	616035	616036	616037	616038	616039	616040	616041	616042	616043	616044	616045	616046	617	618	619	61901
Śliwice						Gross Schliwitz	Gross Schlivis				Gross Schliewitz		Gross Schliwitz					Gross Schliwitz		Gross Schliewitz						Gross Schliwitz																		Gross Schliewitz					Schliewitz	Gross Schliewitz			Slewice		Gross Schliewitz			Gross Schliewitz		Gross-Schliewitz						Sliwice	Gross Schliewitz												Gross Schliewitz		Gross Schliewitz	Gross Schliewitz		Gross Schliewitz	Sliwice	Gross Schliewitz	Gross Schliewitz	Gross Schliewitz	Gross Schliewitz		Gross Schliewitz		Gross-Schliewitz	Gross Schliewitz	Śliwice	Gross Schliewitz	Gross-Schliewitz	Gross-Schliewitz	Śliwice		Śliwice			Śliwice					Wielkie Śliwice			Sliwice				Gross Schliewitz		Śliwice		Gross Schliewitz			Wielkie Śliwice		Gross Schliewitz		Sliwice						Schliewitz		Gross Schliewitz	Gross Schliewitz	Gross Schliewitz		Sliwice		Wielkie Śliwice		Sliwice			Śliwice	Sliwice	Śliwice			Śliwice	Gross Schliewitz		Śliwice					Śliwice					Śliwice		Śliwice	Śliwice		Śliwice	Śliwice	Śliwice		Śliwice												Śliwice		Śliwice	Gross Schliewitz						Śliwice	Gross Schliewitz	Schliewitz	Gross-Schliewitz								Śliwice	Śliwice	Gross Schliewitz			Śliwice		Śliwice	Gross Schliewitz	Śliwice 	Gross Slewitz	Śliwice Wielkie	Sliwice	Słowiska	Schliewitz											Śliwice 	Sliwice																																		Śliwice 	Gross Schliewitz																																																					Śliwice	Śliwice	Śliwice	
Stara Kiszewa		Kischowstaig		Kischow			Kischow				Alt Kyschau		Alt Kischau					Alt Kischau		Alt Kyschau						Alt Kischau		Kischow							Kischowstadt					Kyschau		Alt Kyschau		Alt Kischau					Kischau	Alt Kischau			Stary Kiszow		Alt Kyschau			Alt Kischau		Alt-Kischau						Kiszewa Stara	Alt Kischau	Vela Kiseva	Kishovia	Kisew	Kysow	Kaschau	Kyschau						Alt Kischau		Alt Kischau	Alt-Kischau	Alt-Kischau	Alt Kischau	Kiszewo	Alt-Kischau	Alt Kischau	Altkischau	Alt Kischau		Alt Kischau		Alt-Kischau	Kischau	Stara Kiszewa	Alt Kischau	Alt-Kischau	Alt-Kischau	Stara Kiszewa		Stara Kiszewa	Alt Kischau		Stara Kiszewa		Stara Kiszewa			Stara Kiszewa			Stara Kiszewa						Stara Kiszewa		Alt Kischau			Stara Kiszewa		Alt-Kischau		Stara Kiszewa						Altkischau		Alt Kischau	Alt Kischau	Alt Kischau		Stara Kiszewa		Stara Kiszewa		Alt Kischau	Stara Kiszewa		Stara Kiszewa		Stara Kiszewa			Stara-Kiszewa	Alt-Kischau		Stara-Kiszewa		Stara-Kiszewa			Stara Kiszewa							Stara Kiszewa	Stara Kiszewa		Stara Kiszewa	Stara Kiszewa	Stara Kiszewa		Stara Kiszewa			Stara Kiszewa	Starô Cziszewa								Stara Kiszewa		Stara Kiszewa	Alt Kischau						Stara Kiszewa	Altkischau	Starô Cziszewa	Alt Kischau								Stara Kiszewa	Stara Kiszewa	Alt Kischau	Alt Kyschau		Stara Kiszewa		Stara Kiszewa	Alt Kischau	Stara Kiszewa	Alt Kyschau	Altkyschau	Alt Kischau	Altkischau												Stara Kiszewa	Staro Cziszewa	Starô Cziszewa																																	Stara Kiszewa	Alt Kischau	Stôrô Cziszewa					Stôrô Cziszewa	Stara Kiszewa																																														Stara Kiszewa	Stara Kiszewa	Stara Kiszewa	
Starogard Gdański	Stargard	Starogard		Stargard		Stargard	Stargard	Stargard	Stargard		Stargard	Stagard	Stargard	Stargard		Stargard	 	Stargard		Stargard	Stargard	Stargard			Stargard	Stargard		Stargard	Stargard	Starograd		Starogrod		Preussisch Stargard	Starogard		Stargard	Stargard		Stargard		Stargard	Stargard	Stargard		Preussisch Stargardt	Preussisch Stargardt	Preussisch Stargardt	Stargard	Stargard		Stargard	Starogrod	Preussisch Stargard	Stargard	Starygard		Stargard		Stargard		Preussisch Stargard	Starogard		Preussisch Stargard	Starograd	Preussisch Stargard	Starigrod	Stargrod	Staregarde									Preussisch Stargard		Stargard	Preussisch Stargard	Preussisch Stargard	Preussisch Stargard	Starogrod	Preussisch Stargard	Preussisch Stargard	Preussisch Stargard	Stargard	Stargard	Preussisch Stargard	Preussisch Stargard	Preussisch Stargard	Preussisch Stargard	Starogród	Preussisch Stargard	Preussisch Stargard		Starogród	Starogard	Starogard	Stargard		Starogard		Starogard	Starogard		Starogard	Starogard		Starogard				Preussisch Stargard		Starogard		Preussisch Stargard		Starogard	Preussisch Stargard		Starogard		Starogard		Preussisch Stargard	Starogard	Starogard				Preussisch Stargard	Preussisch Stargard	Preussisch Stargard		Starogard				Preussisch Stargard	Starogard		Starogard	Starogard	Starogard	Starogard		Starogard	Preussisch Stargard		Starogard	Starogard	Starogard Gdański	Starogard Gdański	Starogard Gdański	Starogard Gdański	Starogard Gdański	Preussisch Stargard	Starogard		Starogard Gdański	Starogard Gdański	Starogard Gdański	Starogard		Starogard Gdański	Starogard Gdański	Starogard Gdański		Starogard Gdański	Starogard		Starogard Gdański	Starogarda						Starogard Gdański		Starogard Gdański		Starogard Gdański	Preussisch Stargard						Starogard Gdański	Preussisch Stargard										Starogard Gdański	Starogard Gdański	Preussisch Stargard			Starogard Gdański		Starogard Gdański	Preussisch Stargard	Starogard Gdański	Starogród	Starogard 														Starogard Gdański	スタロガルド・グダニスキ	Gdansko Starogardas	Starogard	Starogarda	Starogarda Gdaņska	استاروگارد گدانسکی	Старогард Гдански	Старогард-Ґданський	Старогард-Гданьский	Старогард Гдањски	格但斯克舊城																								Starogard Gdański	Preussisch Stargard	Starogarda					Starogarda	Starogard	Stargard	Starogarda	Starogard Gdański		Preussisch Stargard																																									Starogard Gdański	Starogard Gdański	Starogard Gdański	Preussisch Stargard
Susz	Rosenberg	Rosenberg		Rosenberg		Rosenberg	Rosenberg	Rosenberg	Rosenburg		Rosenberg	 	Rosenberg	Rosenburg		 	Rosenberg	Rosenberg	 	Rosenberg	Rosenberg					Rosenberg		Rosenberg	Rosenberg					Rosenberg	Rosenberg					Rosenberg		Rosenberg	Rosenberg	Rosenberg		Rosenberg	Rosenberg	Rosenberg	Rosenberg	Rosenberg		Rosenberg		Rosenberg	Rosenberg	Susza 	Rosenberg	Rosenberg				Rosenberg	Rosenberg		Rosenberg	Susz	Rosenberg	Rosemberg											Rosenberg		Rosenberg	Rosenberg	Rosenberg	Rosenberg	Susz	Rosenberg	Rosenberg	Rosenberg	Rosenberg	Susz	Rosenberg	Rosenberg	Rosenberg	Rosenberg	Susz	Rosenberg	Rosenberg	Rosenberg	Susz	Susz	Susz	Rosenberg		Susz		Susz			Susz			Rosenberg	Susz	Rosenberg	Susz	Rosenberg	Susz	Rosenberg	Susz	Rosenberg	Susz	Susz	Rosenberg	Susz	Rosenberg	Susz	Rosenberg		Rosenberg				Rosenberg		Rosenberg	Rosenberg	Rosenberg		Susz	Rosenberg	Susz		Rosenberg	Iława		Susz	Susz	Susz	Susz	Rosenberg	Susz	Rosenberg		Susz	Susz	Susz	Susz	Susz	Susz	Susz	Rosenberg	Susz		Susz	Susz	Susz	Susz		Susz	Susz	Susz		Susz												Susz		Susz	Rosenberg						Susz	Rosenberg										Susz	Susz	Rosenberg			Susz		Susz	Rosenberg	Susz 																Susz 	Rosenberg	Rosenburg	Suša	Sušas	Sësz	Суш	سوش																												Susz 	Rosenberg 						Sësz	Susz	Susz	Rosenberg 																																												Susz	Susz	Susz	Rosenberg
Świecie	Schwetz	Swiecie		Schwetz		Schwetz	Schwetz	Schwetz	Schwetz		Schwetz	 	Schwetz	Schwetz		Schwetz	Schwetz	Schwetz	Schwitz	Schwetz	Schwetz					Schwetz	Schwetz	Schwetz	Schwetz			Swiecie	Schwetz	Schwetz	Swiecie		Swetz			Schwetz		Schwetz	Schwetz	Schwetz		Schwetz	Schwetz	Schwetz	Schwetz	Schwetz		Schwetz	Swieć	Schwetz	Schwetz	Swieca		Schwetz		Schwetz	Swiece	Schwetz	Swieciez	Schwetz	Schwetz	Świecie	Schwetz												Schwetz		Schwetz	Schwetz	Schwetz	Schwetz	Świecie	Schwetz	Schwetz	Schwetz	Schwetz	Swiecie	Schwetz	Schwetz	Schwetz	Schwetz	Świece	Schwetz	Schwetz	Schwetz		Świecie	Swiecie	Schwetz		Świecie		Świecie			Świecie	Świecie		Świecie				Schwetz		Świecie		Schwetz		Świecie	Schwetz		Świecie		Schwetz	Świecie	Schwetz	Świecie	Świecie		Schwetz		Schwetz	Schwetz	Schwetz		Świecie		Świecie		Schwetz	Świecie		Świecie	Świecie	Świecie	Świecie		Świecie	Schwetz		Świecie	Świecie	Świecie	Świecie	Świecie	Świecie	Świecie	Schwetz	Świecie		Świecie	Świecie	Świecie	Świecie		Świecie	Świecie	Świecie		Świecie										Świecie		Świecie		Świecie	Schwetz						Świecie	Schwetz										Świecie	Świecie	Schwetz			Świecie		Świecie	Schwetz	Świecie 	Swiecze	Swieczie 														Świecie 	Schwetz	Свеце																																	Świecie 	Schwetz	Swiéce					Swiecé	Zwece	Zvece	Swece	Sueze	Swez	Swez	Szweth	Sueche	Swiecie	Suiecie	Swieczie	Swetz	Swecz	Swetze	Swecze	Swyecye	Swiecie	Swiecze	Swieczie	Swiecze	Swiecie	Schwetz	Świecie	Schwetz	Schwetz 	Svjecè	Svjecè 	Śfjeće	Śveće	Świecie	Schwetz 																Świecie	Świecie	Świecie	Schwetz
Sztum		Sztum		 		Stuhm	Stuhm	Stum	Stum		Stuhm		Stuhm	Stum		Stum	Stum	Stuhm	Stuhm	Stuhm	Stuhm			Stuhm		Stuhm		Stuhm	Stuhm			Stum		Stuhm	Sztum		Sztum			Stuhm		Stuhm	Stuhm	Stuhm		Stuhm	Stuhm	Stuhm	Stuhm	Stuhm		Stuhm	Sztum	Stuhm	Stuhm	Sztum		Stuhm				Stuhm			Stuhm	Sztum	Stuhm	Stumo	Stuhma	Stumi	Sztum								Stuhm		Stuhm	Stuhm	Stuhm	Stuhm	Sztum	Stuhm	Stuhm	Stuhm	Stuhm		Stuhm	Stuhm	Stuhm	Stuhm	Sztum	Stuhm	Stuhm	Stuhm	Sztum	Sztum	Sztum	Stuhm		Sztum		Sztum			Sztum			Stuhm	Sztum	Stuhm		Stuhm		Stuhm	Sztum	Stuhm		Sztum	Stuhm		Stuhm		Stuhm		Stuhm				Stuhm		Stuhm	Stuhm	Stuhm		Sztum		Sztum		Stuhm	Sztum		Sztum	Sztum	Sztum	Sztum	Stuhm	Sztum	Stuhm		Sztum	Sztum	Sztum	Sztum	Sztum	Sztum	Sztum	Stuhm	Sztum		Sztum	Sztum	Sztum	Sztum		Sztum	Sztum	Sztum		Sztum										Sztum		Sztum		Sztum	Stuhm						Sztum	Stuhm										Sztum	Sztum	Stuhm			Sztum		Sztum	Stuhm	Sztum 	Stume	Stumo	Stuhme	Stum												Sztum 	ชตุม	Stuhm	Štuma	Štumas	Sztëm	Штум	Щум	什圖姆																											Sztum 	Stuhm						Sztëm	Stumis	Stumo	Stumis	Stume	Stoma	Sthume	Stuma	Sthum	Stuma	Sthum	de Stum	Sthum	Stum	Sthum	Sthvm	Sthum	Stum	Sztum	Stum	Sztum	Stuhm	Sztum	Sztum	Sźtum	Sztum	Stuhm																					Sztum	Sztum	Sztum	Stuhm
Szymbark	Schönberg	Schönberg		Schönberg			Schönberg	Schönberg	Schönberg		Schönberg		Schönberg	Schönberg			Schönberg	Schönberg	 	Schönberg					Schönberg	Schönberg		Schönberg	Schonberg						Schonbor					Schönberg		Schönberg		Schönberg											Schönberg			Schönberg		Schönberg						Szymbark	Szembark	Szynbark	Schoenberg										Schönberg		Schönberg	Schönberg		Schönberg		Schönberg			Schönberg		Schönberg		Schönberg	Schönberg		Schönberg	Schönberg	Schönberg				Schönberg							Szymbark					Schönberg				Schönberg		Schönberg		Szymbark	Schönberg										Schönberg		Schönberg	Schönberg	Schönberg				Szymbark		Schönberg													Szymbark					Schönberg	Szymbark			Szymbark	Szymbark					Szymbark		Szymbark												Szymbark		Szymbark	Schönberg																		Szymbark	Schönberg			Szymbark		Szymbark	Schönberg	Szymbark 	Szenburk 															Szymbark 	Schonberg	Schönberg																																	Szymbark 	Schönberg																																																					Szymbark	Szymbark	Szymbark	Schönberg
Tczew	Dirschau	Tczewo		Dirschau		Dirschau	Dirschau	Dirschau	Dirschau		Dirschau	Dirschau	Dirschau	Dirschau		Dirschau	Dirschau	Dirschau		Dirschau	Dirschau			Dirschau		Dirschau	Dirschau	Dirschau	Dirschau			Tczewo	Dirschau	Dirschau	Tozewo		Dirschau	Dirschau		Dirschau		Dirschau	Dirschau	Dirschau		Dirschau	Dirschau	Dirschau	Dirschau	Dirschau		Dirschau	Tczewo	Dirschau	Dirschau	Tczewo	Dirschau	Dirschau	Tczewo	Dirschau		Dirschau	Tchewo	Dirschau	Dirschau	Dirschau	Tczew												Dirschau	Tczewo	Dirschau	Dirschau	Dirschau	Dirschau	Tczew	Dirschau	Dirschau	Dirschau	Dirschau	Tczewo	Dirschau	Dirschau	Dirschau	Dirschau	Tczew	Dirschau	Dirschau	Dirschau	Tczew	Tczew	Tczew	Dirschau	Tczewo	Tczew		Tczew	Tczew		Tczew	Tczew		Tczew				Dirschau		Tczew		Dirschau		Tczew	Dirschau		Tczew		Dirschau	Tczew	Dirschau	Tczew	Tczew		Dirschau		Dirschau	Dirschau	Dirschau		Tczew		Tczew		Dirschau	Tczew		Tczew	Tczew	Tczew	Tczew		Tczew	Dirschau		Tczew	Tczew	Tczew	Tczew	Tczew	Tczew	Tczew	Dirschau	Tczew		Tczew	Tczew	Tczew	Tczew		Tczew	Tczew	Tczew		Tczew										Tczew		Tczew		Tczew	Dirschau						Tczew	Dirschau										Tczew	Tczew	Dirschau	Dërszewò		Dirschau		Tczew	Dirschau	Tczew 																Tczew 	Derszewo	Dirschau	Dërszewò	Tceva	Tcevas	Tchev	Tczew	Tčeva	Tčevas	Тчев																									Tczew 	Derszewo	Dërszewò	Dirschau	Trsovia			Dërszewò	Tczewò	Tczew	Dirschau																																												Tczew	Tczew	Tczew	Dirschau
Tolkmicko	Tolkemit	Tolkmit		Tolkemit			Tolkemit	Tolkemit	Tolkemit		Tolkemit		Tolkemit	Tolkemit			Tolkemit	Tolkemit		Tolkemit				Tolkemit	Tokemühl	Tolkemit		Tolkemil	Tolkemit					Tolkemit	Tolkmit					Tolkemit		Tolkemit	Tolkemit	Tolkemit		Tolkemit	Tolkemit	Tolkemit	Tolkemit	Tolkemit					Tolkemit			Tolkemit							Tolkemit	Tolkmicko	Tolkemit	Tolkemieten											Tolkemit		Tolkemit	Tolkemit	Tolkemit	Tolkemit	Tolkmicko	Tolkemit	Tolkemit		Tolkemit		Tolkemit	Tolkemit	Tolkemit	Tolkemit	Tolkmicko	Tolkemit	Tolkemit	Tolkemit	Tolkmicko		Tolkmicko	Tolkemit		Tolkmicko		Tolkmicko			Tolkmicko			Tolkemit	Tolkmicko	Tolkemit		Tolkemit		Tolkemit	Tolkmicko	Tolkemit		Tolkmicko	Tolkemit		Tolkemit								Tolkemit		Tolkemit	Tolkemit	Tolkemit		Tolkmicko		Tolkmicko		Tolkemit			Tolkmicko	Tolkmicko	Tolkmicko			Tolkmicko	Tolkemit		Tolkmicko	Tolkmicko	Tolkmicko	Tolkmicko		Tolkmicko	Tolkmicko	Tolkemit	Tolkmicko		Tolkmicko	Tolkmicko	Tolkmicko			Tolkmicko	Tolkmicko	Tolkmicko		Tolkmicko												Tolkmicko		Tolkmicko	Tolkemit						Tolkmicko	Tolkemit	Tolckemit									Tolkmicko	Tolkmicko	Tolkemit			Tolkmicko		Tolkmicko	Tolkemit	Tolkmicko 	Tolckemitt	Tolkmit														Tolkmicko 	Tolkemit	Толкмицко	Толькмицко	Толькмицько	托爾克米茨科																														Tolkmicko 	Tolkemit																																																					Tolkmicko	Tolkmicko	Tolkmicko	Tolkemit
Toruń 	Thorn	Torun		Thorn		Thorn	Thorn	Thorn	Thorn		Thorn	Thorn	Thorn	Thorn		Thorn	Thorn	Thorn	Thorn	Thorn	Thoren	Thorn			Thorn	Thorn	Thorn	Thorn	Thorn			Torun	Thorn	Thorn	Thorn		Thorn	Thorn		Thorn		Thorn	Thorn	Thorn		Thorn	Thorn	Thorn	Thorn	Thorn		Thorn		Thorn	Thorn	Toruń		Thorn		Thorn		Thorn	Toruń	Thorn	Thorn	Toruń	Thorn												Thorn	Torun	Thorn	Thorn	Thorn	Thorn	Torun	Thorn	Thorn	Thorn	Thorn	Torun	Thorn	Thorn	Thorn	Thorn	Torun	Thorn	Thorn	Thorn	Toruń	Toruń	Toruń	Thorn		Toruń		Toruń	Toruń		Toruń	Toruń		Toruń				Thorn		Toruń		Thorn		Toruń	Thorn		Toruń		Thorn	Toruń	Thorn	Toruń	Toruń		Thorn		Thorn	Thorn	Thorn		Toruń		Toruń		Thorn	Toruń		Toruń	Toruń	Toruń	Toruń		Toruń	Thorn		Toruń	Toruń	Toruń	Toruń	Toruń	Toruń	Toruń	Thorn	Toruń		Toruń	Toruń	Toruń	Toruń		Toruń	Toruń	Toruń		Toruń										Toruń 		Toruń		Toruń							Toruń	Torunė	Thorun									Toruń	Toruń	Thorn			Toruń		Toruń	Thorn	Toruń 																Toruń 	토룬	トルン	ทอรูน	Thorn	Thorunium	Torń	Torun	Toruņa	Torunė	Toruni	Torunj	ترونی	تۆرون	טורון	Τόρουν	Торун	Торунь	ტორუნი	托伦																Toruń 	Thorn	Thorunia	Torunium				Torń	Toruń	Thorun	Thorn	Thorum	Toruń	Torunj	Toruń	Thorn																																							Toruń 	Toruń 	Toruń 	Thorn
Trzepowo 						Strippau	Strippau	Strippau	Strippau		Strippau			Strippau			Strippau																											Strippau					Strippau				Strypow		Strippau	Stedru		Strippau		Strippau						Trzepowo	Strzepowo	Strippau											Strippau			Strippau	Strippau	Strippau					Strippau		Strippau		Strippau	Strippau		Strippau	Strippau	Strippau				Strippau							Strzepowo									Strippau	Trzepowo	Strippau			Trzepowo		Strippau								Strippau			Strippau	Strippau				Trzepowo		Strippau	Trzepowo				Trzepowo																		Trzepowo			Trzepowo		Trzepowo		Trzepowo			Trzepowo	Trzepòwò	Strëpòwò	Strzepòwò						Trzepowo		Trzepowo	Strippau																		Trzepowo	Strippau			Trzepowo		Trzepowo	Strippau	Trzepowo 	Strzepowo	Strippowa														Trzepowo 	Strippau																																		Trzepowo 	Strippau	Trzépòwò					Trzepòwò	Trzepowo																																														Trzepowo 	Trzepowo 	Trzepowo 	
Tuchola	Tuchol	Tuchola		Tuchel		Tuchel	Tuchel	Tuchel	Tuchel		Tuchel		Tuchel	Tuchel		Tuchel	Tuchel	Tuchel		Tuchel	Tuchel				Tuchl	Tuchel		Tuchel	Tuchel			Tuchola		Tuchel	Tuchola		Tuchol	Tuchol		Tuchel		Tuchel	Tuchel	Tuchel		Tuchel	Tuchel	Tuchel	Tuchel	Tuchel		Tuchel	Tuchola	Tuchel	Tuchel	Tuchola 	Tuchel	Tuchel		Tuchel		Tuchel	Tuchola	Tuchel	Tuchel	Tuchola	Tuchel												Tuchel		Tuchel	Tuchel	Tuchel	Tuchel	Tuchola	Tuchel	Tuchel	Tuchel	Tuchel	Tuchola	Tuchel	Tuchel	Tuchel	Tuchel	Tuchola	Tuchel	Tuchel	Tuchola	Tuchola	Tuchola	Tuchola	Tuchel		Tuchola		Tuchola	Tuchola		Tuchola	Tuchola		Tuchola				Tuchel		Tuchola		Tuchel		Tuchola	Tuchel		Tuchola		Tuchola		Tuchel	Tuchola	Tuchola		Tuchel		Tuchel	Tuchel	Tuchel	Tuchola	Tuchola		Tuchola		Tuchel	Tuchola		Tuchola	Tuchola	Tuchola	Tuchola		Tuchola	Tuchel		Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchel	Tuchola		Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchola	Tuchola		Tuchola			Tuchola	Tëchòlô						Tuchola		Tuchola		Tuchola	Tuchel						Tuchel	Tuchola										Tuchola	Tuchola	Tuchel			Tuchola		Tuchola	Tuchel	Tuchola 	Tauchel	Tauchell	Tawchel	Thawchel	Tawchell	Teuchel										Tuchola 	Tëchòlô	Tuhola	توخلا	Тухола	Тухоля	圖霍拉																													Tuchola 	Tuchel	Tëchòlô	Tuchòlô				Tëchòlô	Tuchòlô	Thuchol	Thuchel	Tuchola	Tauchel	Duchel	Tucholi	Tuchel	Tuchòlô	Tëchòlô	Tuchola	Tuchel																																			Tuchola	Tuchola	Tuchola	Tuchel
Wąbrzeźno		Wambrisna				Frideck	Fridek	Friedek	Friedek		Briesen		Friedeck	Friedek			 	Friedeck	Friedeck	Briesen								Fridek	Fridek						Wambrisna		Fridek			Briesen		Briesen	Briesen	Briesen	Frydek		Briesen	Briesen	Briesen	Briesen				Briesen	Briesen			Briesen		Briesen		Briesen				Wąbrzeźno	Briesen	Wambrez	Wambressno	Fredeke	Wambresin	Fredeck	Vridecke	Frydek					Briesen	Friedeck	Briesen	Briesen	Briesen	Briesen	Nadbrzezno	Briesen	Briesen	Briesen	Friedeck		Friedeck	Briesen	Briesen	Briesen	Brzeźno	Briesen	Briesen	Briesen	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Briesen		Wąbrzeźno		Wąbrzeźno			Wąbrzeźno	Wąbrzeźno		Wąbrzeźno				Briesen		Wąbrzeźno		Briesen		Wąbrzeźno	Briesen		Wąbrzeźno		Briesen		Briesen	Wąbrzeźno	Wąbrzeźno		Briesen		Briesen	Briesen	Briesen		Wąbrzeźno		Wąbrzeźno		Briesen	Wąbrzeźno		Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno		Wąbrzeźno	Briesen		Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Briesen	Wąbrzeźno		Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Wąbrzeźno		Wąbrzeźno	Wąbrzeźno	Wąbrzeźno		Wąbrzeźno										Wąbrzeźno		Wąbrzeźno		Wąbrzeźno	Briesen						Wąbrzeźno	Briesen										Wąbrzeźno	Wąbrzeźno	Briesen	Friedeck		Wąbrzeźno		Wąbrzeźno	Briesen	Wąbrzeźno 	Frydeck	Frydek	Friedeck	Freydeck	Fredecke	Fredeck	Wambrzeczno	Wąbrzezno	Wombrzezno	Wąbrzeź						Wąbrzeźno 	Briesen	Vombžezno	Wąbrzézno	Вомбжежно	Вомбжезьно	翁布熱伊諾																													Wąbrzeźno 	Frideck	Briesen					Wąbrzeźno 	Wambrez	Vambresin	Fredek 	Briesen	Wambrzeszno 	Fredek	Wąbrzezno	Vąbrzèzno	Wąbrzeźno	Frideck	Briesen																																				Wąbrzeźno	Wąbrzeźno	Wąbrzeźno	Briesen
Wałcz	Crona	Walecz		Waletsch		Deutsch Crone	Deutsch Krone	Krone	Krone		Deutsch Crone	 	Deutsch Crone	Krone		Krone	Krone	Deütsch Crone	Deutsch Crone	Teutsch Crone	Krone				Crone	Deutsch Crone		Deutsch Krone	Crone	Koronow		Walecz	Deutschkrone	Deutsch Crone	Walecz		Krone	Deutsch-Crone		Deutsch-Krone		Deutsch Krone	Deutsch Krone	Deutsch Crone		Deutsch Crone	Deutsch Crone	Deutsch Crone	Deutsch Krone	Deutsch Krone		Deutsch Krone		Deutsch Crone						Deutschkrone		Deutsch Crone	Wałecz	Deutsch Krone	Deutsch Krone	Deutsch-Krone	Walcz												Deutsch Krone		Deutsch Krone	Deutsch Krone		Deutsch Krone	Wałcz	Deutsch Crone	Deutsch Crone	Deutsch Crone	Deutsch Crone	Wałcz	Deutsch Krone	DeutschKrone	Deutsch-Krone	Deutsch Krone	Wałcz	Deutsch Krone	Deutsch-Krone		Wałcz	Wałcz	Wałcz	Deutsch Krona		Wałcz		Wałcz			Wałcz			Deutsch Krone 	Wałcz	Deutsch Krone				Deutsch Krone	Wałcz	Deutsch Krone		Wałcz	Deutsch Krone		Deutsch Krone		Deutsch Krone		Deutsch Krone		Deutsch Krone	Wałcz			Deutsch Krone	Deutsch Krone	Deutsch Krone		Wałcz	Deutsch Krone			Deutsch Krone	Wałcz		Wałcz	Wałcz	Wałcz	Wałcz	Deutsch Krone	Wałcz	Deutsch Krone		Wałcz	Wałcz	Wałcz	Wałcz	Wałcz	Wałcz	Wałcz	Deutsch Krone	Wałcz		Wałcz	Wałcz	Wałcz	Wałcz	Wałcz	Wałcz	Wałcz			Wałcz										Wałcz		Wałcz		Wałcz	Deutsch Krone						Wałcz	Deutsch Krone										Wałcz	Wałcz	Deutsch Krone			Wałcz		Wałcz	Deutsch Krone	Wałcz 	villam Kron	Arneskrone	Arnskrone	Arneskrun sive Wałcz	Welcz	Wolcz	Walcz	Corana oder Corona	Arnes Cron	Crone	Deutsch Crone					Wałcz 	Deutsch Krone	Valča	Valčas	Wôłcz	Валч	瓦烏奇																													Wałcz 	Deutsch Krone						Wôłcz	Wałęcz	Wałecz	Wałcze	Walcia	Welcz	Walcz	Walcz	Walcks	Volzen	Cron	Crone	Corona	Krone	Arnescron	Arnscron	Arneskrone	Die Krone	Deutsch Krone	Vałcz	Wałcz	Deutsch Krone																										Wałcz	Wałcz	Wałcz	Deutsch Krone
